DATE,TIME,BLD A (KW),BLD A (KVA),BLD A (KVAR),BLD A (Apparent PF),Plant Chillers (KW),Plant Chillers (Avg Current),Plant Chillers (kWh),Plant Chillers (Apparent PF),Plant Chillers (Displacement PF),BLD A FITNESS ZONE (KW),BLD A FITNESS (AVG CURRENT),BLD A FITNESS (kWh),BLD A FITNESS (Apparent PF),BLD A FITNESS (Displacement PF),BLD B (KW),BLD B (kVa),BLD B (kVAR),BLD B (PF),BLD D (KW),BLD D (kVA),BLD D (kVAR),BLD D (PF),BLD E (KW),BLD E (kVA),BLD E (KVAR),BLD E (PF),BLD G (KW),BLD G (kVA),BLD G (kVAR),BLD G (PF),BLD H (KW),BLD H Average Current,BLD H (kWh),BLD H (Apparent PF),BLD H (DISPLACEMENT PF),BLD J (KW),BLD J Average Current,BLD J (kWh),BLD J (Apparent PF),BLD J (Displacement PF),BLD K (KW),BLD K Average Current,BLD K (kWh),BLD K (Apparent PF),BLD K (Displacement PF),BLD M (KW),BLD M (Average Current),BLD M (kWh),BLD M (Apparent PF),BLD M (Displacement PF),BLD N (KW),BLD N Average Current,BLD N (kWh),BLD N (Apparent PF),BLD N (Displacement PF),BLD P (KW),BLD P Average Current,BLD P (kWh),BLD P (Apparent PF),BLD P (Displacement PF),RES PH 1 & 2 (KW),RES PH 1 & 2 Avg Current,RES PH 1 & 2 (kWh),RES PH 1 & 2 (Apparent PF),RES PH 1 & 2 (Displacement PF),RES PH 3 (KW),RES PH 3 Avg Current,RES PH 3 (kWh),RES PH 3 (Apparent PF),RES PH 3 (Displacement PF),BLD S (KW),BLD S Avg Current,BLD S (kWh),BLD S (Apparent PF),BLD S (Displacement PF),BLD T (KW),BLD T Avg Current,BLD T (kWh),BLD T (Apparent PF),BLD T (Displacement PF),BLD V (KW),BLD V Avg Current,BLD V (kWh),BLD V (Apparent PF),BLD V (Displacement PF),BLD Z (KW),BLD Z Avg Current,BLD Z (kWh),BLD Z (Apparent PF),BLD Z (Displacement PF),COGEN 1 (kW),COGEN 1 (kVAR),COGEN 1 (kVA),COGEN2 (kW),COGEN2 (KVAR),COGEN2 (KVA),BLD C (kW),BLD C Avg Current,BLD C (kWh),BLD C (Apparent PF),BLD C (Displacement PF) ,Campus Billing (kW),Campus Billing (KVA),Campus Billing (KVAR),Campus Billing (kWh),Campus Billing PF
2020-01-01,0:00:00,392.71,392.86,63.51,0.986,119.75,114.11,1591713.5,0.98,0.99,18.66,25.33,628293.88,0.66,0.7,126.57,141.78,69.42,0.87,54.73,58.88,23.04,0.924,70,76,34,-89.75,17.92,12.48,5.12,0.91,99.41,112.96,3987311.75,0.83,0.83,51.55,55.53,1692284.13,0.87,0.9,0,0,480184.13,1,1,72.66,104.69,662328.69,0.66,0.71,75.55,81.95,2054658.75,0.85,0.85,80.61,85.84,3111730.5,0.88,0.89,141.97,155.04,4893014.5,0.87,0.87,122.07,134.05,2119002.5,0.86,0.86,47.86,58.82,658177.63,0.77,0.77,151.57,171.57,5240654,0.83,0.9,20.88,28.34,747845.94,0.69,0.7,34.93,41.68,575466.25,0.79,0.79,0,0,0,0,0,0,134.99,361.4,5073197.5,0.99,1,1792,2048,992,18488000,87.48
2020-01-01,1:00:00,398.47,389.91,64.98,0.988,119.57,113.33,1591833.5,0.98,0.99,21.23,27.11,628313.75,0.7,0.74,127.9,144.74,73.85,0.86,55.55,60.93,28.67,0.892,74,81,35,-90.09,15.01,16.8,5.28,0.94,95.62,109.83,3987408.75,0.82,0.82,53.8,57.95,1692338.75,0.87,0.89,0,0,480184.13,1,1,72.11,105.2,662404.06,0.64,0.7,63.48,72.08,2054731.38,0.81,0.81,81.9,86.52,3111817.25,0.88,0.89,142.36,155.31,4893157.5,0.86,0.86,128.83,141.34,2119127.75,0.86,0.86,26.66,31.87,658205.38,0.78,0.78,140.36,178.81,5240808.5,0.73,0.75,22.42,30.04,747870.56,0.7,0.7,39.75,45.62,575500.25,0.82,0.82,0,0,0,0,0,0,130.23,346.75,5073324.5,0.99,1,1768,2040,1008,18496000,86.81
2020-01-01,2:00:00,399.95,400.25,66.46,0.988,120.07,114.02,1591953.63,0.98,0.99,20.91,27.17,628333.88,0.69,0.73,129.08,149.17,70.89,0.88,53.25,53.76,25.09,0.914,75,82,36,-89.87,14.67,11.84,5.44,0.91,95.95,109.53,3987503.25,0.82,0.83,51.94,55.35,1692392.88,0.88,0.9,0,0,480184.13,1,1,80.33,114.72,662477.19,0.66,0.71,60.76,69.79,2054796.5,0.8,0.8,82.43,87.78,3111904.5,0.88,0.89,144.97,157.74,4893302.5,0.87,0.87,124.23,137.51,2119254.75,0.85,0.85,27.56,34.54,658235.88,0.75,0.75,145.55,174.62,5240967,0.78,0.84,22.34,29.91,747895.69,0.7,0.7,33.61,40.71,575533.44,0.77,0.78,0,0,0,0,0,0,127.42,340.17,5073453.5,0.99,1,1752,2016,1000,18496000,86.88
2020-01-01,3:00:00,383.7,381.05,64.98,0.988,119.45,113.1,1592073.63,0.98,0.99,17.53,24.55,628353.06,0.64,0.67,124.06,147.69,73.85,0.87,55.5,70.14,30.72,0.89,78,86,39,-89.46,16.96,15.68,5.44,0.93,93.24,106.76,3987602.75,0.82,0.82,52.82,57.09,1692447.63,0.86,0.88,0,0,480184.13,1,1,78.18,114.54,662550.38,0.64,0.69,64.16,72.63,2054860.88,0.81,0.81,82.83,87.17,3111992,0.88,0.9,143.31,156.61,4893447,0.86,0.86,128.49,140.28,2119383.75,0.86,0.86,29.44,36.07,658264.13,0.76,0.76,172.07,202.85,5241127.5,0.79,0.8,26.66,33.14,747920.75,0.75,0.76,33.53,41.72,575566.38,0.75,0.75,0,0,0,0,0,0,122.66,326.98,5073583,0.98,1,1760,2032,1024,18496000,86.48
2020-01-01,4:00:00,396.55,394.34,67.94,0.984,120.33,114.36,1592193.75,0.98,0.99,19.12,25.69,628373.19,0.67,0.7,124.8,141.78,70.89,0.87,49.77,51.2,21.5,0.912,75,83,38,-88.81,16.83,15.04,5.44,0.91,94.97,108.07,3987699,0.82,0.83,52.96,57.15,1692502,0.86,0.88,0,0,480184.13,1,1,71.07,99.34,662624.69,0.67,0.72,65.57,73.88,2054926.38,0.81,0.81,90.43,93.86,3112080,0.9,0.91,145.65,158.29,4893593,0.86,0.86,126.45,139.03,2119511,0.85,0.85,28.24,33.19,658292.75,0.79,0.8,150.92,170.9,5241284,0.82,0.89,24.5,31.39,747945.69,0.73,0.73,36.24,43.51,575601.38,0.78,0.78,0,0,0,0,0,0,124.31,330.83,5073713.5,0.99,1,1768,2032,1008,18496000,86.8
2020-01-01,5:00:00,386.66,384,63.51,0.988,120.23,114.04,1592313.63,0.98,0.99,23.06,28.45,628393.31,0.73,0.76,125.1,144.74,70.89,0.87,52.63,55.81,22.53,0.928,79,86,37,-90.14,12.62,19.04,6.88,0.94,94.41,108.31,3987797.5,0.82,0.82,55.55,58.51,1692555.75,0.89,0.91,0,0,480184.13,1,1,73.17,106.52,662698.63,0.65,0.7,69.61,77.81,2054992.25,0.82,0.82,90.53,94.28,3112166.5,0.9,0.91,149.03,161.68,4893735.5,0.87,0.87,120.06,131.91,2119636.75,0.85,0.85,28.6,35.31,658320.81,0.76,0.76,164.88,197.47,5241441.5,0.78,0.79,29.38,35.53,747970.5,0.77,0.79,32.93,42.56,575636.63,0.72,0.73,0,0,0,0,0,0,131.17,349.49,5073841,0.99,1,1784,2048,1008,18496000,87.1
2020-01-01,6:00:00,392.71,392.86,62.03,0.986,121.47,115.6,1592433.5,0.98,0.99,20.29,26.49,628413.19,0.69,0.72,136.62,159.51,76.8,0.88,51.97,57.34,23.55,0.92,82,90,38,-90.56,15.68,18.4,5.12,0.96,95.96,109.38,3987892.75,0.83,0.83,54.71,57.96,1692609.75,0.88,0.9,0,0,480184.13,1,1,70.45,98.29,662772.38,0.68,0.73,83.6,88.04,2055074.75,0.87,0.88,95.3,99.57,3112256.75,0.9,0.9,143.7,157.39,4893876,0.86,0.86,124.3,136.21,2119764.5,0.86,0.86,27.23,34.54,658348.69,0.74,0.75,165.91,188.51,5241610,0.82,0.89,23.7,30.65,747996.13,0.72,0.73,34.9,42.41,575671.25,0.77,0.77,0,0,0,0,0,0,141.63,377.84,5073972.5,0.99,1,1848,2120,1032,18504000,87.38
2020-01-01,7:00:00,407.78,415.02,60.55,0.988,119.13,113.74,1592553.13,0.98,0.99,19.24,25.46,628433.81,0.69,0.72,178.56,203.82,91.57,0.89,58.21,60.93,25.6,0.904,120,128,47,-92.89,17.5,17.12,5.12,0.96,96.06,109.52,3987993.75,0.83,0.83,58.88,61.36,1692668.75,0.9,0.92,0,0,480184.13,1,1,76.52,110.15,662850.13,0.66,0.7,79.79,85.84,2055156.88,0.86,0.86,91.15,96.91,3112347.25,0.88,0.89,135.78,150.07,4894016.5,0.86,0.86,123.27,135.89,2119891.75,0.86,0.86,33.72,40.85,658382,0.78,0.78,186.64,223.44,5241790.5,0.79,0.8,27.12,33.65,748020.94,0.76,0.77,34.92,43.95,575706.31,0.75,0.75,0,0,0,0,0,0,130.57,350.99,5074105,0.99,1,1936,2208,1064,18504000,87.72
2020-01-01,8:00:00,400.39,395.82,56.12,0.988,119.14,114,1592672.5,0.98,0.99,20.12,26.2,628454.31,0.73,0.74,171.62,190.52,87.14,0.89,60.67,61.44,24.58,0.932,162,170,53,-94.77,14.16,13.76,5.76,0.89,103.26,118.52,3988094.25,0.83,0.83,66.5,68.48,1692731.75,0.92,0.93,0,0,480184.13,1,1,78.82,113.1,662926.94,0.66,0.7,73.82,80.52,2055233.13,0.85,0.85,97.13,103.8,3112441.75,0.88,0.89,137.2,151.78,4894156,0.86,0.86,117.94,131.52,2120016.25,0.85,0.85,30.82,40.01,658413.94,0.73,0.73,204.37,225.98,5241994,0.85,0.92,25.14,31.64,748045.63,0.75,0.76,36.66,45.39,575742.38,0.76,0.76,0,0,0,0,0,0,123.32,332.19,5074232,0.99,1,1952,2224,1056,18504000,87.93
2020-01-01,9:00:00,401.43,382.52,57.6,0.988,119.97,114.66,1592792,0.98,0.99,18.32,25.2,628473.81,0.69,0.69,171.77,187.57,87.14,0.89,57.96,62.98,27.14,0.904,147,154,50,-94.46,12.42,12.48,5.92,0.87,103.9,118.47,3988196.5,0.83,0.83,67.54,69.87,1692795.88,0.91,0.92,0,0,480184.13,1,1,79.9,111.8,663004,0.68,0.72,70.23,77.39,2055306.13,0.84,0.84,99,105.39,3112535.25,0.88,0.89,135.16,149.72,4894292.5,0.85,0.85,124.09,137.28,2120143.25,0.85,0.85,29.97,39.4,658444.81,0.71,0.72,210.57,246.44,5242198,0.8,0.82,24.08,31.15,748069.44,0.73,0.74,35.02,44.95,575777.19,0.73,0.74,0,0,0,0,0,0,135.26,362.76,5074362.5,0.99,1,1936,2224,1088,18504000,87.19
2020-01-01,10:00:00,394.19,382.52,57.6,0.988,119.9,114.7,1592911.5,0.98,0.99,19.16,25.95,628493.31,0.7,0.7,168.07,190.52,87.14,0.89,52.58,58.37,25.6,0.912,144,151,50,-94.41,11.28,13.6,5.92,0.89,92.51,106.05,3988296.5,0.82,0.83,66.15,68.18,1692860,0.91,0.93,0,0,480184.13,1,1,78.09,109.23,663081.94,0.68,0.71,69.89,77.19,2055377.38,0.83,0.84,97.94,104.41,3112631.25,0.88,0.89,146.89,159.55,4894430.5,0.87,0.87,125.91,140.12,2120268.25,0.85,0.85,30.12,39.76,658475.94,0.71,0.71,183.27,224.01,5242404,0.77,0.79,27.1,33.86,748093.31,0.75,0.77,32.78,40.82,575811.38,0.76,0.76,0,0,0,0,0,0,122.93,330.01,5074490.5,0.98,1,1936,2216,1072,18512000,87.4
2020-01-01,11:00:00,402.61,413.54,57.6,0.99,119.75,114.16,1593030.88,0.98,0.99,20.35,26.78,628512.56,0.71,0.72,172.36,190.52,90.09,0.88,53.56,54.78,19.46,0.932,141,148,49,-94.42,13.31,17.92,6.08,0.94,101.54,117.29,3988396.5,0.81,0.82,65.54,67.46,1692924.13,0.91,0.93,0,0,480184.13,1,1,81.78,111.02,663158.81,0.7,0.75,71.85,79.6,2055447.88,0.83,0.83,100.04,106.34,3112727.25,0.88,0.89,146.3,159.3,4894568.5,0.86,0.87,127.53,139.98,2120394,0.86,0.86,32.28,41.18,658508.88,0.73,0.73,226.15,258.96,5242613.5,0.82,0.83,22.8,30.32,748117.25,0.7,0.71,45.56,66.07,575845.81,0.65,0.65,0,0,0,0,0,0,127.94,341.6,5074619.5,0.99,1,2000,2296,1120,18512000,87.27
2020-01-01,12:00:00,396.41,416.49,64.98,0.988,121.8,115.94,1593150.38,0.98,0.99,21.53,27.55,628532.19,0.74,0.75,171.47,196.43,94.52,0.88,57.19,58.37,20.99,0.928,142,149,49,-94.29,13.31,11.84,6.24,0.87,107.79,122.59,3988496.25,0.83,0.83,69.01,70.65,1692987.88,0.91,0.93,0,0,480184.13,1,1,82.29,120.34,663235.31,0.65,0.68,73.5,80.36,2055521.13,0.84,0.84,91.47,99.08,3112822.75,0.86,0.87,146.37,159.33,4894708.5,0.87,0.87,128.64,142.89,2120522,0.85,0.85,29.53,39.56,658540.31,0.7,0.7,206.86,229.28,5242823,0.85,0.91,22.21,29.72,748141.19,0.7,0.71,31.44,39.73,575879.56,0.74,0.74,0,0,0,0,0,0,146.84,391.29,5074754.5,0.99,1,2008,2304,1128,18512000,87.21
2020-01-01,13:00:00,394.49,428.31,63.51,0.988,118.47,112.18,1593269.88,0.99,0.99,19.56,26.15,628552,0.7,0.71,173.39,192,90.09,0.88,56.37,61.44,26.62,0.908,147,154,50,-94.46,13.55,14.4,6.24,0.9,91.48,107.44,3988592,0.8,0.8,59.14,62.08,1693049.25,0.89,0.91,0,0,480184.13,1,1,78.9,114.01,663315,0.65,0.69,74.47,80.8,2055593.88,0.85,0.85,91.12,98.62,3112916.75,0.86,0.87,135.71,150.43,4894852,0.85,0.85,126.67,140.05,2120651,0.85,0.85,30.21,40.04,658571.63,0.71,0.71,206.24,227.94,5243034,0.85,0.91,26.3,33.34,748165.06,0.74,0.75,38.38,47.99,575914.63,0.75,0.75,0,0,0,0,0,0,144.95,385.98,5074897.5,0.99,1,1992,2288,1136,18512000,86.85
2020-01-01,14:00:00,393.3,394.34,63.51,0.986,123.5,117.4,1593389,0.99,0.99,16.81,24.26,628571.13,0.65,0.66,172.36,200.86,94.52,0.88,56.83,59.9,25.6,0.918,146,154,52,-94.22,13.49,11.04,6.24,0.84,93.92,108.49,3988687.5,0.82,0.82,57.39,59.82,1693111.5,0.9,0.92,0,0,480184.13,1,1,74.4,103.32,663390.44,0.68,0.72,70.31,77.57,2055667,0.83,0.84,90.25,97.88,3113011.75,0.86,0.87,149.07,161.63,4894994.5,0.87,0.87,123.37,139.53,2120775,0.83,0.84,31.33,40.64,658603.63,0.72,0.72,211.78,233.21,5243244,0.85,0.91,23.59,30.71,748188.94,0.72,0.73,40.37,49.3,575950.31,0.77,0.77,0,0,0,0,0,0,140.22,374.59,5075037.5,0.99,1,1984,2272,1104,18520000,87.36
2020-01-01,15:00:00,394.63,395.82,63.51,0.986,118.95,111.82,1593509.88,0.99,0.99,16.67,24.46,628591.06,0.64,0.64,168.22,189.05,90.09,0.88,57.14,59.39,24.06,0.91,141,148,50,-94.21,15.01,17.92,6.24,0.94,101.97,117,3988782.5,0.81,0.82,63.64,65.66,1693172.13,0.9,0.92,0,0,480184.13,1,1,75.86,103.28,663471.88,0.69,0.72,71.11,78.6,2055738.25,0.82,0.82,88.87,96.37,3113107.5,0.85,0.86,146.51,160.35,4895137.5,0.85,0.85,120.09,134.21,2120901.25,0.83,0.84,28.59,39.49,658635.38,0.67,0.67,207.56,230.24,5243452.5,0.84,0.9,26.16,33.09,748212.75,0.73,0.75,37.02,46.44,575986.31,0.74,0.74,0,0,0,0,0,0,144.08,380.23,5075180.5,0.99,1,1944,2240,1112,18520000,86.87
2020-01-01,16:00:00,396.11,419.45,63.51,0.99,118.58,111.97,1593629.38,0.99,0.99,18.84,25.35,628610.38,0.7,0.7,167.04,199.38,91.57,0.89,55.6,60.93,24.06,0.916,145,153,52,-93.98,13.87,13.6,6.24,0.89,99.57,115.4,3988879.75,0.81,0.81,63.12,65.14,1693232.88,0.9,0.92,0,0,480184.13,1,1,78.46,112.33,663545.94,0.66,0.7,71.54,78.2,2055808.5,0.84,0.84,97.3,103.93,3113202,0.87,0.88,145.19,158.49,4895281.5,0.86,0.86,109.36,125.01,2121024.75,0.82,0.82,34.92,46.07,658667.31,0.71,0.71,188.35,229.53,5243660,0.77,0.78,25.97,32.41,748236.5,0.75,0.76,38.91,47.58,576021.31,0.76,0.77,0,0,0,0,0,0,144.37,383.57,5075322.5,0.99,1,1992,2296,1144,18520000,86.68
2020-01-01,17:00:00,408.96,401.72,59.08,0.99,118.42,113.05,1593749,0.98,0.99,20.86,27.01,628629.88,0.74,0.74,176.49,193.48,84.18,0.9,55.24,65.02,28.16,0.908,141,148,46,-95.09,14.58,13.44,5.12,0.92,93.89,109.02,3988976.75,0.81,0.82,55.83,59.22,1693294.38,0.89,0.91,0,0,480184.13,1,1,77.91,107.11,663623.31,0.69,0.72,79.58,85.94,2055880.13,0.85,0.86,93.65,100.97,3113300,0.87,0.88,142.02,156.29,4895425.5,0.86,0.86,121.73,137.21,2121149.5,0.84,0.84,33.21,41.46,658699.38,0.75,0.76,221.23,255.43,5243867.5,0.82,0.83,20.63,28.22,748261.13,0.69,0.69,34.76,44.9,576057,0.73,0.73,0,0,0,0,0,0,152.12,407.3,5075467,0.99,1,1984,2256,1072,18520000,88.01
2020-01-01,18:00:00,392.71,407.63,57.6,0.99,120.98,115.43,1593868.5,0.98,0.99,22.46,27.87,628649.75,0.76,0.77,178.71,196.43,87.14,0.9,54.17,57.86,19.97,0.94,147,154,51,-94.37,12.14,17.76,5.12,0.97,93.05,108.57,3989073.25,0.81,0.81,62.89,65.69,1693356.5,0.9,0.92,0,0,480184.13,1,1,77.21,108.84,663701.31,0.67,0.71,76.37,83,2055955.75,0.85,0.85,97.42,103.83,3113398.75,0.88,0.89,154.4,166.21,4895571,0.88,0.88,127.54,142.24,2121276.5,0.85,0.85,31.74,40.17,658732.19,0.74,0.75,215.51,252.3,5244075,0.8,0.82,24.65,31.21,748286,0.74,0.75,35.47,42.8,576094,0.78,0.78,0,0,0,0,0,0,143.24,383.31,5075614.5,0.99,1,2000,2272,1080,18528000,88.08
2020-01-01,19:00:00,407.48,412.06,57.6,0.99,119.29,113.57,1593988.38,0.98,0.99,17.47,24.89,628669.06,0.66,0.66,174.87,196.43,90.09,0.89,57.09,60.93,25.09,0.912,151,159,53,-94.27,14.78,11.84,5.12,0.91,91.13,106.26,3989168.25,0.81,0.81,64.55,66.79,1693419.38,0.9,0.92,0,0,480184.13,1,1,77.97,109.69,663780.63,0.67,0.71,76.11,82.89,2056031,0.84,0.84,98.58,105.06,3113497.25,0.88,0.88,153.12,164.41,4895719.5,0.88,0.88,132.07,144.36,2121404.5,0.86,0.86,31.77,40.26,658765.5,0.74,0.74,200.77,222.65,5244282,0.84,0.91,22.9,30.09,748310.88,0.71,0.72,36.83,46.46,576131.5,0.74,0.74,0,0,0,0,0,0,142.67,379.81,5075760,0.99,1,2024,2320,1120,18528000,87.5
2020-01-01,20:00:00,403.2,403.2,59.08,0.988,118.9,113.17,1594108.38,0.98,0.99,19.79,26.09,628688.75,0.72,0.72,179.89,194.95,84.18,0.9,53.86,59.39,23.55,0.91,143,149,45,-95.31,15.31,13.28,5.12,0.91,93.31,106.58,3989264.5,0.82,0.83,67.19,69.07,1693482.5,0.91,0.93,0,0,480184.13,1,1,73.34,99.57,663861.56,0.7,0.73,77.36,83.52,2056106.63,0.85,0.85,99.89,105.61,3113594.5,0.89,0.89,146.09,159.25,4895868,0.87,0.87,133.17,143.89,2121532,0.87,0.87,32.99,40.1,658798.31,0.77,0.77,201.78,223.08,5244488.5,0.85,0.91,24.61,31.22,748335.75,0.74,0.75,33.3,41.41,576167.94,0.76,0.76,0,0,0,0,0,0,145.93,390.29,5075911,0.99,1,1984,2248,1056,18528000,88.38
2020-01-01,21:00:00,400.54,395.82,62.03,0.986,118.58,113.08,1594228,0.98,0.99,20.84,27.04,628708.63,0.73,0.74,176.79,200.86,90.09,0.9,57.34,58.88,21.5,0.93,147,155,50,-94.68,15.44,16.8,6.72,0.93,97.91,112.42,3989361.5,0.82,0.83,66.81,68.95,1693546,0.91,0.93,0,0,480184.13,1,1,76.75,107.72,663938.56,0.68,0.71,73.5,79.71,2056181.25,0.85,0.85,97.93,103.31,3113690.5,0.89,0.9,155.74,166.78,4896016,0.88,0.88,126.72,138.54,2121660,0.86,0.86,34.54,41.24,658830.75,0.79,0.79,205.36,226.94,5244695,0.85,0.92,25.13,32.1,748360.56,0.74,0.75,38.5,44.72,576204.13,0.81,0.81,0,0,0,0,0,0,139.09,372.35,5076057.5,0.99,1,2040,2304,1072,18528000,88.57
2020-01-01,22:00:00,392.86,394.34,62.03,0.986,118.44,113.64,1594348,0.99,0.99,17.93,24.82,628728.31,0.69,0.69,175.31,193.48,85.66,0.9,54.22,56.32,18.43,0.928,152,160,54,-94.13,14.98,16.96,4.32,0.96,99.48,113.26,3989459,0.83,0.84,58.08,60.98,1693606.75,0.9,0.92,0,0,480184.13,1,1,76.85,108.28,664018.56,0.68,0.71,74.44,81.02,2056253.5,0.85,0.85,96.92,103.29,3113786,0.89,0.9,141.51,155.44,4896164.5,0.87,0.87,137.3,148.44,2121787.5,0.88,0.88,30.34,38.18,658864,0.75,0.76,208.53,228.89,5244900.5,0.86,0.92,24.55,31.11,748385.44,0.75,0.76,36.52,45.22,576239.88,0.77,0.77,0,0,0,0,0,0,136.9,369.02,5076197,0.99,1,1976,2232,1024,18536000,88.81
2020-01-01,23:00:00,397.59,392.86,63.51,0.986,119.05,113.13,1594468.13,0.98,0.99,20.28,26.87,628748.06,0.71,0.72,130.41,147.69,70.89,0.88,52.63,55.81,22.53,0.918,165,173,54,-94.91,13.46,15.2,4.64,0.95,95.63,109.12,3989556.25,0.82,0.83,52.71,55.9,1693663,0.88,0.9,0,0,480184.13,1,1,79.66,114.15,664099.31,0.66,0.7,67.38,75.65,2056321.63,0.82,0.82,90.92,95.67,3113880.5,0.89,0.9,147.31,160.14,4896311.5,0.87,0.87,131.93,143.25,2121916,0.87,0.87,27.2,34.35,658896.06,0.74,0.75,153.39,173.13,5245074.5,0.83,0.9,26.47,32.71,748410.56,0.76,0.77,37.95,43.75,576275.19,0.81,0.81,0,0,0,0,0,0,143.39,382.01,5076337.5,0.99,1,1928,2192,1040,18536000,88.05
2020-02-01,0:00:00,387.1,394.34,62.03,0.986,119.66,113.4,1594588.5,0.98,0.99,21.15,27.49,628767.75,0.72,0.73,131.15,146.22,72.37,0.87,53.04,60.42,24.06,0.916,76,85,39,-88.71,18.42,15.52,5.92,0.92,94.6,109.41,3989653.25,0.81,0.81,55.32,58.77,1693716.38,0.87,0.89,0,0,480184.13,1,1,77.89,112.78,664172.69,0.65,0.69,65.61,74.58,2056388.75,0.8,0.8,84.04,88.34,3113967.75,0.88,0.89,154.7,182.65,4896458.5,0.79,0.8,128.93,140.05,2122046,0.86,0.86,30.02,36.37,658924.38,0.77,0.77,159.67,195.98,5245234.5,0.76,0.77,24.99,31.85,748435.38,0.73,0.74,39.83,47.4,576310.06,0.78,0.78,0,0,0,0,0,0,130.96,347.29,5076479.5,0.99,1,1776,2056,1032,18536000,86.37
2020-02-01,1:00:00,384.44,395.82,59.08,0.986,118.96,112.8,1594708.63,0.98,0.99,18.42,25.18,628787.63,0.69,0.69,127.02,147.69,73.85,0.86,52.17,61.44,23.55,0.904,72,79,35,-89.64,16.9,11.84,5.76,0.91,91.92,105.75,3989750,0.82,0.82,52.24,56.47,1693770.13,0.86,0.88,0,0,480184.13,1,1,75.99,113.82,664247.69,0.63,0.69,64.08,72.66,2056454.25,0.81,0.81,85.18,89.49,3114055,0.89,0.9,141.93,155.21,4896603.5,0.86,0.86,124.05,136.92,2122173.75,0.85,0.85,26.53,31.9,658952.81,0.78,0.78,144.47,181.36,5245391.5,0.74,0.76,26.18,32.67,748460.38,0.75,0.76,36.52,45.02,576342.63,0.76,0.76,0,0,0,0,0,0,132.62,353.13,5076614.5,0.99,1,1776,2040,1008,18536000,86.82
2020-02-01,2:00:00,384.89,381.05,57.6,0.986,119.52,113.07,1594828.88,0.98,0.99,18.61,25.52,628807.06,0.68,0.69,124.8,143.26,70.89,0.87,53.56,51.71,22.02,0.922,75,83,36,-89.95,16.26,15.04,5.76,0.91,100.69,114.69,3989846.25,0.82,0.82,55.45,59.11,1693823.13,0.87,0.89,0,0,480184.13,1,1,73.62,106.07,664319.88,0.65,0.7,63.21,72.02,2056519.13,0.8,0.8,79.68,84.41,3114141.25,0.88,0.89,144.97,156.7,4896747,0.87,0.87,121.89,134.4,2122300.5,0.85,0.85,30.43,37.24,658982.06,0.76,0.76,165.27,196.28,5245552,0.78,0.8,26.69,33,748485.31,0.75,0.76,29.74,35.88,576375.75,0.77,0.77,0,0,0,0,0,0,129.56,343.32,5076744.5,0.99,1,1760,2024,1000,18544000,86.84
2020-02-01,3:00:00,395.22,403.2,59.08,0.988,118.82,112.31,1594949.13,0.98,0.99,21.4,27.64,628826.69,0.73,0.73,125.39,147.69,75.32,0.86,53.66,55.81,24.06,0.9,74,81,36,-89.68,15.84,12.8,4.8,0.91,96.89,111.73,3989944.5,0.81,0.81,50.39,55.18,1693876.88,0.85,0.87,0,0,480184.13,1,1,79.28,111.67,664397.25,0.67,0.7,64.6,73.49,2056582.38,0.8,0.8,83.91,88.03,3114227.25,0.89,0.9,147.24,159.2,4896888,0.87,0.87,122.75,135.73,2122428.75,0.85,0.85,26.58,34.36,659010.06,0.72,0.73,167.27,197.71,5245709,0.79,0.8,23.81,31.02,748510.81,0.71,0.72,41.66,49.85,576412.5,0.78,0.78,0,0,0,0,0,0,129.69,343.62,5076876,0.99,1,1752,2040,1032,18544000,86.19
2020-02-01,4:00:00,406.45,437.17,62.03,0.99,119.18,112.71,1595069.5,0.98,0.99,20.87,27.09,628846.81,0.72,0.73,123.03,144.74,73.85,0.86,49.72,51.2,22.02,0.914,72,80,37,-88.72,19.14,15.68,6.24,0.93,97.19,110.08,3990040.25,0.83,0.83,52.13,57.21,1693930.75,0.85,0.87,0,0,480184.13,1,1,69.78,95.98,664470.88,0.68,0.73,61.28,69.21,2056644.88,0.81,0.81,93.75,96.74,3114313.5,0.9,0.91,139.4,152.86,4897030.5,0.85,0.86,120.78,133.32,2122557.25,0.85,0.85,26.87,32.15,659038.31,0.78,0.78,167.08,198.15,5245868.5,0.79,0.8,25.6,31.89,748535.94,0.75,0.76,35.85,43.26,576449.81,0.77,0.78,0,0,0,0,0,0,128.68,341.18,5077005,0.99,1,1784,2064,1040,18544000,86.64
2020-02-01,5:00:00,401.58,409.11,62.03,0.99,119.88,114.28,1595189.75,0.98,0.99,18.51,25.3,628866.25,0.69,0.69,119.19,138.83,70.89,0.86,55.65,65.02,25.6,0.926,72,78,34,-90.17,19.09,22.4,5.92,0.97,100.54,114.86,3990138.75,0.82,0.83,56.52,59.83,1693985.5,0.88,0.9,0,0,480184.13,1,1,76.28,111.6,664546,0.64,0.69,69.17,76.56,2056707.88,0.83,0.83,86.92,90.4,3114399.5,0.9,0.91,163.4,178.64,4897171.5,0.86,0.86,121.4,132.63,2122684.75,0.86,0.86,28.24,34.97,659066.5,0.76,0.76,162.15,192.64,5246025,0.79,0.8,28.97,35.04,748560.94,0.77,0.78,43.68,51.18,576488.13,0.8,0.8,0,0,0,0,0,0,121.73,324.87,5077133.5,0.99,1,1800,2064,1008,18544000,87.16
