DATE,TIME,BLD A (KW),BLD A (KVA),BLD A (KVAR),BLD A (Apparent PF),Plant Chillers (KW),Plant Chillers (Avg Current),Plant Chillers (kWh),Plant Chillers (Apparent PF),Plant Chillers (Displacement PF),BLD A FITNESS ZONE (KW),BLD A FITNESS (AVG CURRENT),BLD A FITNESS (kWh),BLD A FITNESS (Apparent PF),BLD A FITNESS (Displacement PF),BLD B (KW),BLD B (kVa),BLD B (kVAR),BLD B (PF),BLD D (KW),BLD D (kVA),BLD D (kVAR),BLD D (PF),BLD E (KW),BLD E (kVA),BLD E (KVAR),BLD E (PF),BLD G (KW),BLD G (kVA),BLD G (kVAR),BLD G (PF),BLD H (KW),BLD H Average Current,BLD H (kWh),BLD H (Apparent PF),BLD H (DISPLACEMENT PF),BLD J (KW),BLD J Average Current,BLD J (kWh),BLD J (Apparent PF),BLD J (Displacement PF),BLD K (KW),BLD K Average Current,BLD K (kWh),BLD K (Apparent PF),BLD K (Displacement PF),BLD M (KW),BLD M (Average Current),BLD M (kWh),BLD M (Apparent PF),BLD M (Displacement PF),BLD N (KW),BLD N Average Current,BLD N (kWh),BLD N (Apparent PF),BLD N (Displacement PF),BLD P (KW),BLD P Average Current,BLD P (kWh),BLD P (Apparent PF),BLD P (Displacement PF),RES PH 1 & 2 (KW),RES PH 1 & 2 Avg Current,RES PH 1 & 2 (kWh),RES PH 1 & 2 (Apparent PF),RES PH 1 & 2 (Displacement PF),RES PH 3 (KW),RES PH 3 Avg Current,RES PH 3 (kWh),RES PH 3 (Apparent PF),RES PH 3 (Displacement PF),BLD S (KW),BLD S Avg Current,BLD S (kWh),BLD S (Apparent PF),BLD S (Displacement PF),BLD T (KW),BLD T Avg Current,BLD T (kWh),BLD T (Apparent PF),BLD T (Displacement PF),BLD V (KW),BLD V Avg Current,BLD V (kWh),BLD V (Apparent PF),BLD V (Displacement PF),BLD Z (KW),BLD Z Avg Current,BLD Z (kWh),BLD Z (Apparent PF),BLD Z (Displacement PF),COGEN 1 (kW),COGEN 1 (kVAR),COGEN 1 (kVA),COGEN2 (kW),COGEN2 (KVAR),COGEN2 (KVA),BLD C (kW),BLD C Avg Current,BLD C (kWh),BLD C (Apparent PF),BLD C (Displacement PF) ,Campus Billing (kW),Campus Billing (KVA),Campus Billing (KVAR),Campus Billing (kWh),Campus Billing PF
2020-02-02,15:00:00,438.06,443.08,69.42,0.988,146.29,141.12,1707428.25,0.96,No Data,23.35,28.81,647878.13,0.76,0.76,199.98,217.11,90.09,0.91,50.53,49.66,23.04,0.91,180,187,55,-95.7,16.06,16.8,5.92,0.94,123.05,133.23,4104984,0.86,No Data,71.68,70.91,1750966.25,0.94,No Data,0,0,484919.41,1,No Data,155.67,224.91,737790.69,0.65,No Data,88.07,93,2126177,Data Loss,No Data,83.01,89.79,3203050,0.86,No Data,188.49,193.55,5030587,0.91,No Data,200.25,204.21,2251741,0.92,No Data,37.81,41.3,694233.44,0.85,No Data,215.92,230.94,5419977,0.87,No Data,38.29,42.71,777017.19,0.83,No Data,52.2,57.3,612355.63,0.85,No Data,0,0,0,1796,516,1854,179.25,472.21,5219343.5,0.99,1,552,720,464,18928000.00,78.08
2020-02-02,16:00:00,440.12,438.65,67.94,0.988,146.72,142,1707575.5,0.96,No Data,27.05,31.66,647902.19,0.8,0.81,184.47,211.2,88.62,0.91,47.26,56.32,23.04,0.896,178,188,64,-93.99,17.12,14.4,5.92,0.91,109.94,121.13,4105100.75,0.85,No Data,74.2,73.26,1751037.5,0.94,No Data,0,0,484921.94,1,No Data,102.22,172.21,737890.13,0.56,No Data,89.19,92.72,2126265.5,Data Loss,No Data,84.6,92.28,3203136,0.85,No Data,193.73,197.98,5030778,0.92,No Data,205.05,206.7,2251931.75,0.93,No Data,41.09,44.93,694272.19,0.85,No Data,221.42,250.26,5420199,0.83,No Data,26.17,32.38,777053.31,0.75,No Data,53.09,58.15,612410.94,0.85,No Data,0,0,0,1793,767,1940,183.92,486.82,5219523,0.99,1,552,648,336,18928000.00,84.99
2020-02-02,17:00:00,445,487.38,66.46,0.992,152.02,146.34,1707723,0.97,No Data,22.28,27.95,647929.81,0.75,0.75,184.91,206.77,87.14,0.9,42.19,54.27,19.97,0.918,173,184,66,-93.44,18.5,16.16,5.92,0.91,126.76,137.09,4105220.25,0.87,No Data,68.26,68.38,1751108.13,0.93,No Data,0,0,484921.94,1,No Data,104.96,177.46,737987.38,0.56,No Data,88.54,92.72,2126358.5,Data Loss,No Data,80.21,88.12,3203220.75,0.85,No Data,197.06,201.25,5030973,0.92,No Data,192.35,195.06,2252128.25,0.93,No Data,35.43,38.64,694311.94,0.86,No Data,203.73,235.66,5420419.5,0.81,No Data,24.1,31.23,777091.88,0.72,No Data,58.28,62.44,612465.81,0.87,No Data,0,0,0,1795,749,1949,176.48,467.64,5219698.5,0.99,1,568,672,360,18928000.00,83.72
2020-02-02,18:00:00,463.16,451.94,72.37,0.988,150.74,146.06,1707870.38,0.97,No Data,36.96,39.34,647960.69,0.84,0.89,190.67,211.2,82.71,0.92,48.28,55.3,22.02,0.916,193,204,68,-93.96,12.78,14.24,5.12,0.92,127.74,139.09,4105345,0.87,No Data,71.39,71.55,1751177.75,0.93,No Data,0,0,484924.38,1,No Data,99.96,167.6,738083.81,0.56,No Data,93.93,96.67,2126449.25,Data Loss,No Data,82.75,89.79,3203309.5,0.86,No Data,210.79,213.22,5031179.5,0.93,No Data,184.63,188.32,2252326.75,0.92,No Data,37.22,39.4,694350.81,0.88,No Data,219.11,235.02,5420635.5,0.87,No Data,36.5,40.11,777134.94,0.85,No Data,50.93,55.77,612519.13,0.86,No Data,0,0,0,1796,819,1936,181.93,483.79,5219879,0.99,1,632,688,280,18928000.00,92.48
2020-02-02,19:00:00,442.04,453.42,66.46,0.988,148.05,142.38,1708018.38,0.97,No Data,19.02,25.92,647979.69,0.65,0.69,189.93,212.68,88.62,0.91,53.86,57.34,26.11,0.9,178,188,65,-93.85,14.26,14.56,5.12,0.93,107.9,122.07,4105464.75,0.83,No Data,70.75,70.44,1751246.25,0.93,No Data,0,0,484924.38,1,No Data,108.02,175.31,738178.38,0.58,No Data,97.67,99.41,2126544.75,Data Loss,No Data,91.29,97.83,3203398.25,0.87,No Data,198.09,201.54,5031393.5,0.92,No Data,186.84,191.32,2252517,0.91,No Data,39.87,42.75,694389.88,0.87,No Data,220.84,232.45,5420854,0.88,No Data,31.36,36.99,777173.19,0.79,No Data,41.69,49.34,612566.13,0.79,No Data,0,0,0,1798,764,1959,176.57,465.81,5220058,0.99,1,576,704,408,18928000.00,81.36
2020-02-02,20:00:00,435.84,440.12,67.94,0.988,150.56,145.01,1708165.88,0.97,No Data,19.34,26.55,647998.06,0.65,0.68,191.41,200.86,87.14,0.9,52.38,54.27,26.62,0.902,191,204,73,-93.39,14.75,19.04,4.64,0.96,114.19,127.08,4105576,0.84,No Data,63.06,63.54,1751315.25,0.92,No Data,0,0,484926.91,1,No Data,94.15,161.88,738267.81,0.55,No Data,97.04,99.41,2126640.25,Data Loss,No Data,88.55,94.92,3203486.25,0.87,No Data,209.92,213.36,5031599,0.92,No Data,186.28,189.2,2252702.5,0.92,No Data,38.4,41.79,694430.5,0.85,No Data,189.75,218.33,5421060.5,0.81,No Data,28.8,34.62,777211.06,0.77,No Data,42.04,50.03,612604.19,0.78,No Data,0,0,0,1803,757,1969,169.04,447.38,5220239.5,0.99,1,520,640,368,18928000.00,80.58
2020-02-02,21:00:00,427.27,444.55,64.98,0.988,150.76,147.17,1708313.13,0.97,No Data,16.85,24.34,648016.19,0.62,0.65,186.83,197.91,79.75,0.92,52.17,56.83,22.02,0.904,173,183,62,-94.11,17.25,15.68,4.8,0.95,105.43,118.87,4105691,0.84,No Data,65.24,66.56,1751382.38,0.92,No Data,0,0,484926.94,1,No Data,75.15,105.12,738354.63,0.68,No Data,88.4,92.42,2126733.75,Data Loss,No Data,78.54,86.12,3203572.5,0.86,No Data,210.89,213.1,5031806.5,0.94,No Data,182.32,186.44,2252882.5,0.93,No Data,40.5,43.51,694469.19,0.88,No Data,185.37,218.73,5421268,0.8,No Data,46.11,48.4,777247.56,0.9,No Data,36.39,43.24,612639.5,0.79,No Data,0,0,0,1803,822,1984,169.49,453.66,5220418.5,0.99,1,504,568,264,18928000.00,86.87
2020-02-02,22:00:00,426.54,425.35,63.51,0.988,150.81,145.26,1708460.88,0.97,No Data,16.29,24.26,648034.25,0.6,0.62,183.43,197.91,84.18,0.9,52.48,64.51,26.62,0.9,175,186,68,-93.07,17.71,21.44,6.4,0.95,100.79,113.8,4105799.25,0.83,No Data,64.27,64.2,1751450.38,0.93,No Data,9.22,9.78,484928.16,0.88,No Data,75.61,104.9,738442.13,0.68,No Data,90.29,93.42,2126824.25,Data Loss,No Data,115.16,134.67,3203669.25,0.8,No Data,198.91,201.16,5032011.5,0.93,No Data,184.1,187.6,2253062.75,0.92,No Data,64.89,71.07,694510,0.85,No Data,188.7,219.93,5421472,0.8,No Data,31.83,37.8,777287.25,0.78,No Data,38.29,44.61,612674,0.8,No Data,0,0,0,1804,759,1967,207.65,546.79,5220592.5,0.99,1,560,704,424,18928000.00,78.26
2020-02-02,23:00:00,430.82,441.6,62.03,0.988,143.41,138.22,1708608.63,0.96,No Data,18.5,26.2,648052.25,0.62,0.66,178.41,197.91,88.62,0.89,52.17,60.93,24.06,0.918,154,162,54,-94.36,15.97,23.2,5.44,0.98,107.11,121.89,4105904.25,0.82,No Data,65.27,66.17,1751516.5,0.91,No Data,0,0,484929.63,1,No Data,84.45,116.45,738530.31,0.68,No Data,97.84,99.67,2126915.25,Data Loss,No Data,83.03,86.5,3203755.5,0.88,No Data,200.17,202.12,5032217.5,0.92,No Data,185.96,187.77,2253242.75,0.92,No Data,40.93,43.82,694548.06,0.86,No Data,196.42,219.56,5421648,0.83,No Data,28.08,34.29,777324,0.76,No Data,34.63,43.44,612708.19,0.74,No Data,0,0,0,1803,770,1921,164.45,430.71,5220759.5,0.99,1,424,576,392,18928000.00,74.14
2020-02-03,0:00:00,430.82,435.69,64.98,0.988,147.3,142.36,1708756.63,0.96,No Data,20.95,27.4,648070.5,0.68,0.71,180.04,200.86,90.09,0.89,53.96,56.83,21.5,0.924,79,87,38,-89.88,11.39,15.04,5.6,0.93,118.1,129.91,4106010.75,0.85,No Data,68.09,68.05,1751583.75,0.93,No Data,0,0,484929.63,1,No Data,79.72,113.17,738624.63,0.66,No Data,89.3,92.32,2127007,Data Loss,No Data,90.79,92.44,3203835.75,0.91,No Data,183.87,187.06,5032415,0.92,No Data,151.87,158.71,2253402.5,0.89,No Data,41.63,44.22,694589.25,0.87,No Data,173.13,190.76,5421824,0.84,No Data,43.02,45.75,777363.38,0.87,No Data,57.26,61.06,612747.06,0.87,No Data,0,0,0,1794,761,2005,146.86,384.69,5220917.5,0.99,1,336,488,360,18928000.00,66.32
2020-02-03,1:00:00,425.94,429.78,66.46,0.99,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,179,187.57,82.71,0.9,60.47,67.07,28.16,0.926,88,96,42,-90.2,13.79,13.44,4.16,0.94,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,0,0,Data Loss,1790,756,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,288,440,336,18928000.00,65.68
2020-02-03,2:00:00,439.53,432.74,64.98,0.99,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,182.7,196.43,90.09,0.89,64.1,61.95,24.06,0.932,85,93,41,-89.8,16.94,15.84,5.44,0.94,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,256,448,368,18928000.00,55.33
2020-02-03,3:00:00,435.1,443.08,62.03,0.988,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,175.31,192,88.62,0.89,59.29,66.56,25.6,0.928,81,89,39,-89.84,15.06,17.12,5.44,0.94,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,272,464,376,18928000.00,59.4
2020-02-03,4:00:00,447.21,475.57,62.03,0.99,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,173.98,199.38,88.62,0.89,57.24,59.9,22.02,0.94,95,103,41,-91.62,18.69,20.8,5.44,0.97,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,312,472,352,18928000.00,68.97
2020-02-03,5:00:00,452.53,443.08,69.42,0.988,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,169.55,184.62,84.18,0.89,57.55,66.56,23.04,0.934,87,95,40,-90.49,17.41,20.8,5.28,0.96,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,280,432,328,18928000.00,68.15
2020-02-03,6:00:00,447.51,448.98,70.89,0.988,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,191.41,218.58,88.62,0.92,86.99,88.06,23.55,0.96,93,100,39,-92.14,15.63,16.16,5.44,0.95,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,432,528,296,18928000.00,80.74
2020-02-03,7:00:00,462.13,472.62,81.23,0.984,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,204.11,218.58,81.23,0.93,97.95,97.28,29.18,0.95,137,145,50,-93.79,15.62,19.36,6.72,0.93,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,704,816,416,18936000.00,88.36
2020-02-03,8:00:00,516.63,527.26,96,0.982,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,243.25,271.75,85.66,0.95,103.32,107.52,30.21,0.958,183,191,55,-95.67,21.49,25.28,6.56,0.97,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,No Data,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,Data Loss,216,280,184,18936000.00,78.54
2020-02-03,9:00:00,513.67,516.92,91.57,0.984,161.7,159.23,1710105,0.95,No Data,26.78,31.23,648280.19,0.8,0.81,256.39,285.05,87.14,0.95,123.55,128,37.89,0.958,191,197,52,-96.35,27.94,25.12,6.56,0.97,228.18,233.04,4107199.5,0.92,No Data,97.13,94.65,1752205.13,0.96,No Data,16.16,16.66,484969.22,0.91,No Data,134.92,219.95,739459.5,0.58,No Data,115.44,117.1,2127824.25,0.9,No Data,161.33,170.59,3204678.5,0.88,No Data,156.28,165.15,5033895,0.89,No Data,187.71,192.86,2254789.75,0.91,No Data,88.33,96.51,694974.88,0.86,No Data,305.82,320.88,5423573.5,0.89,No Data,60.46,60.6,777739.13,0.93,No Data,68.85,75.55,613231.31,0.85,No Data,1457,602,1565,1455,599,1586,238.11,630.09,5222450.5,0.99,1,224,264,128,18936000.00,84.17
2020-02-03,10:00:00,510.42,505.11,90.09,0.986,165.16,161.24,1710265,0.95,No Data,27.35,31.64,648312.56,0.81,0.82,277.51,279.14,85.66,0.95,125.13,133.63,41.98,0.954,201,206,50,-97.02,23.02,20.32,7.04,0.94,225.84,229.95,4107413.5,0.92,No Data,87.92,85.35,1752298.13,0.96,No Data,16.51,16.79,484982.78,0.92,No Data,102.61,138.04,739564.19,0.7,No Data,107.68,108.06,2127938,0.91,No Data,161,169.01,3204839,0.89,No Data,166.92,174.99,5034063,0.89,No Data,184.87,189.82,2254969.5,0.91,No Data,52.55,55.62,695061.81,0.88,No Data,333.82,345.01,5423876.5,0.9,No Data,43,45.84,777788.75,0.87,No Data,32.03,42.37,613279.75,0.7,No Data,1389,605,1494,1390,601,1480,243.14,641.2,5222697,0.99,1,200,280,200,18936000.00,74.31
2020-02-03,11:00:00,527.41,539.08,103.38,0.982,171.91,168.73,1710426.13,0.95,No Data,30.3,34.02,648344.88,0.83,0.84,280.62,289.48,93.05,0.95,126.98,128.51,35.33,0.964,190,196,51,-96.61,21.62,19.68,7.04,0.93,190.87,194.19,4107629.25,0.92,No Data,91.64,89.12,1752396,0.95,No Data,6.41,7.24,484996.59,0.83,No Data,99.14,136.82,739675.19,0.68,No Data,108.56,109.07,2128048.5,0.91,No Data,155.5,164.29,3204998.5,0.88,No Data,167.12,173.96,5034237.5,0.9,No Data,173.25,179.9,2255152,0.9,No Data,88.31,94.48,695135.56,0.87,No Data,351.56,354.15,5424204,0.92,No Data,54.34,55.72,777836.13,0.91,No Data,48.49,54.44,613319.25,0.83,No Data,1443,616,1521,1438,613,1573,283.35,746.86,5222953.5,0.99,1,200,240,136,18936000.00,84.09
2020-02-03,12:00:00,527.7,547.94,101.91,0.984,170.77,167.86,1710595,0.94,No Data,32.36,36.44,648373.19,0.82,0.83,279.73,293.91,91.57,0.95,131.23,134.14,35.84,0.962,223,233,69,-95.49,16.96,19.2,7.2,0.91,167.19,171.78,4107828.75,0.9,No Data,98.91,94.73,1752496.38,0.96,No Data,6.62,7.66,485012.88,0.8,No Data,121.44,194.21,739790.94,0.58,No Data,114.16,113.08,2128156.75,0.91,No Data,123.93,123.1,3205139.25,0.93,No Data,204.32,220.24,5034416.5,0.86,No Data,170.65,179.33,2255337,0.88,No Data,112.7,121.29,695230.31,0.86,No Data,357.69,369.18,5424534,0.89,No Data,45.17,48,777881.06,0.87,No Data,36.04,46.94,613363.5,0.71,No Data,1452,594,1586,1483,610,1619,269.37,704.93,5223214.5,0.99,1,176,240,160,18936000.00,82
2020-02-03,13:00:00,555.18,553.85,106.34,0.98,165.47,163.14,1710764.5,0.94,No Data,26.17,31,648416.31,0.79,0.79,296.57,293.91,88.62,0.95,121.34,128.51,31.74,0.964,232,242,72,-95.57,18.91,18.56,6.72,0.94,183.75,187.47,4108030.5,0.92,No Data,97.05,93.67,1752596.13,0.96,No Data,22.43,22.88,485034.56,0.92,No Data,98.06,132.25,739903.69,0.7,No Data,106.29,106.82,2128264.75,0.91,No Data,126.7,125.25,3205270.25,0.94,No Data,177.77,183.13,5034602,0.91,No Data,175.88,180.58,2255515,0.91,No Data,85.93,92.69,695322.31,0.86,No Data,326.27,330.11,5424857,0.92,No Data,55.19,55.77,777929.31,0.92,No Data,37.15,46.13,613401.75,0.75,No Data,1464,615,1556,1447,609,1557,279.77,738.5,5223477.5,0.99,1,248,264,96,18936000.00,93.17
2020-02-03,14:00:00,556.65,547.94,106.34,0.982,159.06,156.41,1710932.88,0.95,No Data,25.4,30.54,648456,0.78,0.78,292.43,313.11,88.62,0.96,122.98,139.78,44.54,0.946,228,236,65,-96.12,17.34,18.88,6.72,0.94,168.11,174.7,4108216.5,0.9,No Data,105.12,101.68,1752697,0.96,No Data,30.76,29.85,485054.81,0.97,No Data,168.63,245.93,740027,0.65,No Data,121.09,122.85,2128386.25,0.9,No Data,157.17,166.74,3205433.25,0.88,No Data,188.43,192.62,5034789.5,0.92,No Data,167.6,173.69,2255696.5,0.91,No Data,58.37,65.02,695380.13,0.84,No Data,327.53,330.92,5425180.5,0.92,No Data,37.2,41.56,777973.75,0.84,No Data,58.68,62.82,613447.5,0.87,No Data,1464,640,1576,1447,631,1557,250.12,663.18,5223737.5,0.99,1,208,232,96,18936000.00,96.71
2020-02-03,15:00:00,533.17,549.42,98.95,0.982,173.45,170,1711094.75,0.95,No Data,30.13,33.79,648486.06,0.83,0.84,263.63,268.8,88.62,0.95,121.09,128,40.45,0.948,239,246,66,-96.46,19.02,23.04,7.2,0.96,185.43,192.27,4108403.75,0.9,No Data,105.37,101.42,1752798.5,0.96,No Data,11.47,12.01,485068.53,0.89,No Data,94.87,128.49,740147.44,0.69,No Data,132.36,132.47,2128507.25,0.91,No Data,159.65,168.44,3205592.25,0.88,No Data,203.93,207.78,5034976.5,0.92,No Data,178.15,182.84,2255873.5,0.91,No Data,63.66,69.38,695434.63,0.85,No Data,340.98,334.77,5425502.5,0.95,No Data,53.63,55.4,778018.69,0.9,No Data,50.44,54.25,613501.19,0.87,No Data,1461,365,1540,1455,366,1480,249.36,656.36,5223996,0.99,1,240,376,288,18936000.00,51.11
2020-02-03,16:00:00,525.05,540.55,104.86,0.982,141.44,136.83,1711250.38,0.97,No Data,28.33,32.09,648516.81,0.83,0.83,256.69,270.28,84.18,0.95,109.77,111.1,29.7,0.956,231,237,58,-97.03,18.34,14.4,5.76,0.91,178.06,182.68,4108597,0.92,No Data,103.71,100.47,1752901.75,0.96,No Data,5.2,5.83,485084.38,0.84,No Data,105.33,174.18,740252.69,0.57,No Data,124.72,125.23,2128631,0.91,No Data,150.13,160.99,3205750,0.87,No Data,182.85,188.21,5035164.5,0.91,No Data,184.31,193.92,2256054.5,0.89,No Data,51.39,56.77,695489.81,0.85,No Data,311.34,310.04,5425812.5,0.94,No Data,29.84,35.48,778063.69,0.79,No Data,58.23,61.14,613554.06,0.89,No Data,0,0,0,1796,767,1944,244.11,647.47,5224246,0.99,1,1200,1288,456,18936000.00,94.31
2020-02-03,17:00:00,517.37,513.97,82.71,0.986,141.67,136.61,1711394.5,0.96,No Data,28.53,32.29,648549.5,0.82,0.83,264.96,283.57,91.57,0.95,97.95,105.47,33.28,0.958,256,268,84,-94.99,17.49,21.12,6.08,0.96,233.29,230.96,4108787.75,0.94,No Data,120.27,117.5,1753001.38,0.95,No Data,10.52,11.27,485099.78,0.87,No Data,117.58,192.23,740355.56,0.57,No Data,122.7,127.26,2128744.25,0.88,No Data,149.61,159.79,3205899.5,0.87,No Data,207.34,216.06,5035356,0.89,No Data,195.29,198.91,2256244.25,0.91,No Data,53.63,58.85,695539.81,0.84,No Data,301.96,314.3,5426120,0.89,No Data,28.5,34.53,778104.56,0.76,No Data,47.24,51.42,613607.31,0.85,No Data,0,0,0,1799,741,1993,224.04,587.75,5224485.5,0.99,1,1232,1344,544,18936000.00,90.54
